584,US,"Complemented with 11% Cabernet Franc, this vineyard designate from winemaker Jesse Katz shines in fragrant plum, raspberry and blackberry flavors. Softly layered and balanced, it teases with dark chocolate and clove hints.",Oliver's Vineyard,93,85.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aperture
585,US,"Baked red cherry, vanilla pastry, loam, dried mint and forest floor notes all show in this excellent bottling from Bryan Babcock's family vineyard. Its tannic structure is immediately apparent, framing a core of raspberry fruit rounded out with thyme, oregano, black pepper and sea salt flavors. Drink 2021–2029.",Ocean's Ghost Babcock Vineyard,93,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
586,Spain,"Deep dark berry aromas come with notes of vanilla, gritty spice and tobacco. Hard tannins require cushion and this has just enough to handle things. Blackberry, cassis, barrel spice and molasses flavors finish with savory oak notes, chocolate and lingering blackberry fruit. Drink through 2030.",Reserva Edición Especial Sergio Hernández,93,64.0,Northern Spain,Ribera del Duero,,Tempranillo,Lleiroso
587,Austria,"Juicy, vivid black cherry fruit appears on the nose of this wine, with a touch of tar and brooding elderberry. The palate brims with those appetizing flavors and adds an edge of licorice to the fruit. It's fresh and vibrant, with a fine, taut, gossamer structure. A delicious Pinot Noir that's as elegant as it is refreshing and honest.",,93,19.0,Burgenland,,,Blauburgunder,Meinklang
588,Austria,"Upon first pour, this only shows some earthy hints of evolution. With air, the aromas awaken and lovely notes hayflower notes emerge. The palate is laced with elderberry and dried oak leaf flavors and framed by smooth tannins. Just a little bottle age has given this an almost timeless elegance, proving a wine doesn't need power to shine, just depth. Drink now–2025.",,93,25.0,Carnuntum,,,Blaufränkisch,Muhr-Van der Niepoort
589,US,"This bottling reveals that this historic vineyard can produce incredibly rich wine as well as the zestier styles it is known for. It shows black cherry, candied strawberry and bourbon-like spice on the nose. The mouthfeel is lavish, full of purple fruit and floral flavors, as well as peppery spice and vanilla warmth. The acidity and structure are solid, and there's a touch of tar on the finish.",Bien Nacido Vineyard,93,55.0,California,Santa Maria Valley,Central Coast,Syrah,Nicora
590,US,"Crisp with peach and apricot goodness, this full-bodied white's gravelly texture works to its advantage, providing both steely acidity and grip. That grit becomes velvety smooth as the wine opens in the glass, making it irresistibly seductive and inviting.",,93,58.0,California,Russian River Valley,Sonoma,Chardonnay,Parallel
591,US,"Fruit from the oldest blocks in this pioneering vineyard is sourced here. It's bright, spicy and focused, with forward citrus-scented Bing cherry flavors. The concentration and length are outstanding, with just the lightest suggestion of green herbs rounding out the finish.",Medici Vineyard,93,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Patricia Green Cellars
592,US,"Bright, firmly structured and full of classic berry and savory flavors, this wine is rich but balanced and ready to serve with a steak, chop or rack for a special occasion. It has ripe fruit bolstered by firm acidity and a healthy coating of fine-grained, grippy tannins. Best after 2020.",Story Vineyard,93,40.0,California,Amador County,Sierra Foothills,Zinfandel,Renwood
593,US,"Grown against all odds (and against all likelihood of economic viability) overlooking the Pacific Ocean atop Catalina Island, this Chardonnay is a success every vintage. It shows a broad spectrum of nutty aromas, from macadamia to cashew, with touches of honey and daffodil. On the palate, expect walnut, vanilla and oak smoke, with a butterscotch-like finish.",Santa Catalina Island Vineyards,93,60.0,California,California,California Other,Chardonnay,Rusack
594,US,"Another beauty from this producer and this appellation, Hughes is about granite-like minerality and rocky dust—a big-boned powerhouse from a powerful vintage that boasts generous spiced plum, cola, clove and black pepper flavors.",Hughes,93,120.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Sbragia
595,Austria,"Oak leaf, tart strawberry and supple vanilla aromas appear immediately on the nose and continue their smooth interplay on the mellow palate. This is pliable in texture but has depth, backbone and inherent freshness. Delicious now, it has an underlying taut structure that will benefit from some bottle age. Drink 2018–2025.",The Butcher,93,,Burgenland,,,Pinot Noir,Schwarz Wein
596,US,"A collaboration between Sonoma County-based winemaker Jesse Katz and Ken Forrester of South Africa, this 100% varietal red is robust and rich. Dark cherry, red currant and integrated oak flavors support its bold body.",A Ken Forrester Wine Farrow Ranch,93,100.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,The Bridge
597,US,"This distinctive, complex and layered wine brings a unique aromatic profile of raspberries, sage and spice before fanning out across the palate with gorgeous raspberry syrup, dark chocolate and blackberry flavors. Its lightly grippy texture of fine-grained tannins perfectly counters the plush effusiveness of its fruit.",Scottsdale Vineyard,93,34.0,California,Lodi,Central Valley,Zinfandel,Harney Lane
598,Spain,"Like it's bigger sibling El Anejón, this Reserva from a warm vintage is almost one-quarter Cabernet Sauvignon and Merlot in addition to Tinto Fino (Tempranillo). The opening of burnt earth, brandied cherry, rubber and herbal aromas is distinct. This feels a bit tough and chewy, with boysenberry, cassis, vanilla-cream and herbal spice flavors. A fairly smooth finish is young and vital. This should improve with aging. Best from 2019–2026.",Reserva,93,91.0,Northern Spain,Ribera del Duero,,Red Blend,Pago de Carraovejas
599,France,"A structured and still young wine from the estate owned by the Tari family, formerly of Château Giscours in Margaux. It is packed with black fruits, spice and dense tannins that are melding together so well. Licorice and wood aging give the wine an extra complex dimension. Drink this from 2019.",,93,36.0,Provence,Bandol,,Provence red blend,Domaine de la Bégude
600,US,"Hendry Vineyard Zinfandels are among Napa's best. With this release, Rock Wall brings their high alcohol, lusty touch to the wine. It's a huge Zin, dry and tannic, with ripe blackberry, dark chocolate and crushed black peppercorn flavors. Drink it now and through 2021.",Hendry Vineyard,91,40.0,California,Napa Valley,Napa,Zinfandel,Rock Wall
601,US,"This estate-grown, organic Chardonnay is a terrific value, detailed and brightly fruity, with precise angles and spicy details. The apple/pear/pineapple fruit flavors are crisply defined, perfectly ripe, and beautifully balanced.",,91,20.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Thistle
602,US,"The wine is a successful blend of various mountain vineyards. It's a classic California Cab, rich in tannins, with brisk acidity and finely-etched black currant, cassis, mineral and oak flavors. Blended with some Merlot, it's fancy and elegant, a real beauty to drink now, and will hold in the bottle until 2024.",,91,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Vitesse
603,Portugal,"With strong wood-aging flavors, this is a full, very ripe and concentrated wine. Coming from old vines, it has depth of flavor, both fruity and rich. Peach and pear flavors dominate, along with spice from wood aging. The wine needs some aging, so drink from 2015.",Lua Cheia em Vinhas Velhas Reserva,91,19.0,Douro,,,Portuguese White,Wines & Winemakers
604,Italy,"Intense aromas recall fragrant jasmine and honeysuckle alongside whiffs of exotic fruit. The round palate delivers juicy green apple, citrus and hints of yellow peach that end on a mineral note.",Punggl,91,26.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Nals Margreid
605,US,"Right out of the bottle, it's all about acidity and fresh, primary raspberry and cherry jam fruit. Wait until 2018 allow more complex mushroom flavors to emerge, as the wine gradually sheds tannins and develops secondary bottle notes.",Bald Mountain Vineyard,91,45.0,California,Ben Lomond Mountain,Central Coast,Pinot Noir,Beauregard
606,Germany,"Whiffs of spice, honeycomb and lanolin meld curiously on the nose of this intensely mineral Riesling. Dry in style, with pretty yellow-cherry flavor, it builds in concentration and complexity as shades of spice, rock and fruit amass against a backdrop of sunny tangerine acidity. Drink now.",Hochheimer Domdechaney Trocken,91,36.0,Rheingau,,,Riesling,Domdechant Werner
607,Germany,"This dainty off-dry Riesling is marked by aromas—ripe stone fruit and florals against a backdrop of tea leaves and crushed minerals. On the palate, it's intensely juicy, with flavors of orange, mango and peach, but with a streak of acidity that ripples the tongue.",Ayler Kupp Kabinett,91,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
608,Germany,"Lavish aromas of ripe peach, canteloupe and honeysuckle extend onto the palate of this juicy, fruit-forward Riesling. Semi-sweet in style, it's one lipsmacking nectar, with bracing lime acidity on the finish.",Medium Dry Kabinett,91,25.0,Rheingau,,,Riesling,Schloss Vollrads
609,Germany,"Zesty lime and evergreen notes mingle with luscious peach, plum and cherry aromas on this semisweet Scheurebe. The palate is juicy in stone fruit flavor, but refreshing and cool, with a bracing hit of acidity that lingers on the finish.",Löhrer Berg Spätlese,91,21.0,Nahe,,,Scheurebe,Bürgermeister Willi Schweinhardt
610,Germany,"Smoke and jasmine-tea notes mingle seductively on this brisk, gorgeously floral off-dry Riesling. The palate is lush, with ripe peach and nectarine flavors that fill the mouth, finishing long.",Ürziger Würzgarten Spätlese,91,28.0,Mosel,,,Riesling,C.H. Berres
611,Italy,"This smooth, richly textured wine offers concentrated sensations of exotic fruit, apricot, smoky mineral, golden apple, hazelnut and a hint of honey. The palate is brightened by crisp acidity that gives a crisp finish. This will develop more complexity over the next few years. Drink now–2017.",Manna,91,41.0,Northeastern Italy,Vigneti delle Dolomiti,,White Blend,Franz Haas
612,US,"From the estate vineyard, this is thick with spicy flavors of fresh-cut pear. There's a hint of butter and a slightly minty aspect. All in all it's complex, rich and inviting, with penetrating acidity.",Oregon Hawks View Vineyard,91,26.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Gris,Hawks View
613,Portugal,"This wine is full of fruit, dusty tannins and great structure. A smooth surface covers the complex, juicy black fruits, dense tannins and mineral texture. This wine will certainly age, so don't drink before 2017.",Olho de Mocho Reserva,91,,Alentejano,,,Portuguese Red,Herdade do Rocim
614,US,"This Chardonnay is rich in all the bells and whistles, such as aging on the lees in French oak barrels. The underlying fruit shows ripe, racy tropical flavors, as well as peach and pear notes that are deep and delicious. With production of 8,400 cases, the wine should be easy to find.",Estate Grown,91,28.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
615,France,"Still young, it has dense tannins, spice from wood aging and a smoky bacon flavor that is still integrating. It will have the right weight and good berry fruits as it ages, giving a sense of presence and grandeur. Drink from 2018.",,91,,Burgundy,Corton,,Pinot Noir,L. Tramier & Fils
616,US,"This wine is as dry as Chardonnay gets, almost severe, with the alcohol an amazingly low 13.2% by volume. The lean, angular mouthfeel provides hints of Meyer lemons, limes and wet stones, with a bit of tropical fruits suggesting that this is California, despite the vintage being the chilliest in memory. Drink it through 2020, but never too cold.",Lorenzo Vineyard,91,38.0,California,Russian River Valley,Sonoma,Chardonnay,La Follette
617,US,"The blend is Cabernet Sauvignon, Syrah, Merlot and Malbec. Cab Sauv brings rich black currants, as well as thick tannins. Merlot adds softer notes of cherries and violets. The Malbec increases the tannins, along with notes of grilled meat bone that Syrah, with its peppery, beef-jerky meatiness, enhances. The result is a young, vigorous wine, dry and balanced in acidity. It may or may not age, but there's no reason not to decant it now and enjoy with grilled beefsteak.",Jillian's Blend,91,44.0,California,Napa Valley,Napa,Red Blend,Laird
618,US,"Here's a big Pinot Noir, dark, dense and tannic. In part, those tannins are due to 30% whole-cluster fermentation, which also gives the wine a brooding earthiness and spiciness. Fully dry, it's packed with black cherry, rhubarb and pomegranate fruits. Hold it until 2018 and see how it's doing.",Rodgers Creek Vineyard,91,45.0,California,Sonoma Coast,Sonoma,Pinot Noir,Les Voleurs
619,Germany,"Ripe, juicy peaches and nectarines burst from the nose and palate of this semisweet Riesling. Sunny and pristine, with a soft, lacy sweetness, it's balanced by bristling acidity and a delicate minerality on the finish.",Bernkasteler Badstube Spätlese,91,25.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
620,Germany,"Fresh, herbaceous notes on the nose and palate lend elegance to this rich, round Riesling, full of sweet canteloupe and peach flavors. It's delicately structured, with a zingy strike of citrus acidity and hints of spice that carry long on the finish.",Graacher Himmelreich Auslese,91,38.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
621,Germany,"This semisweet Riesling balances an intensely fruit-forward profile of ripe yellow cherry and quince flavors against a backdrop of crisp, tart tangerine acidity. It's sunny and bright, yet elegantly composed, with a bristle of fresh herb notes that linger on the finish.",Bernkasteler Lay Kabinett,91,22.0,Mosel,,,Riesling,Dr. Loosen
622,Germany,"Opening with aromatic notes of smoke against a backdrop of stone fruit and apple blossoms, this is a racy little Riesling that packs a powerful punch of flavor. Delicately sweet, with a saturated palate of yellow cherry and quince, it's smartly balanced by a sheen of minerals and brisk, bracing citrus acidity.",Bernkasteler alte Badstube am Doctorberg Kabinett,91,26.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
623,Germany,"Wisps of smoke and candle wax seem savory in contrast to the ripe stone fruit and lemon aromas on this concentrated Riesling. Ripe, juicy tangerine flavors lend sweetness to the palate, but are cut with a vein of lime acidity that reverberates from start to finish. It's delicately textured, yet chock full of vibe and zest.",Scharzhofberger Kabinett,91,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
624,Germany,"While remarkably lithe and delicate in style, this complex auslese is lusciously concentrated, with ripe peach and nectarine flavors balanced by hints of smoke, spice and musk. It's zippy and bright, with tart tangerine acidity and a wave of minerality on the finish.",Trittenheimer Apotheke Auslese,91,23.0,Mosel,,,Riesling,Bollig-Lehnert
625,US,"Very sweet, honeyed flavors mark this dessert wine. It has apricot, pear, lemon and vanilla richness, brightened by crisp acidity. It's absolutely delicious for drinking now.",Griva Vineyard Late Harvest,91,50.0,California,Arroyo Seco,Central Coast,Sauvignon Blanc,Bernardus
626,Italy,"The low-yielding vineyards generate concentrated aromas and flavors of cantaloupe, yellow peach, elderberry, crushed tomato vine and exotic fruit. A juicy palate is supported by fresh acidity and the lingering finish ends on a mineral note. It's crisp and delicious now but still can develop more depth. Drink through 2016.",Lahn,91,21.0,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Produttori San Michele Appiano
627,France,"From a small estate, this big, ripe and fruity wine has swathes of black fruits to go with the dark, brooding tannins. Very broad and fruity, the wine is always likely to be structured. Drink from 2017.",,91,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Devise d'Ardilley
628,Portugal,"This complex, mature wine has plenty of red fruit flavors, but its main character displays concentrated, tannin and spice. Hints of leather and rich acidity add their notes to this dense, dusty wine. It is ready to drink although it will still mature until 2020.",Cabriz Reserva,91,16.0,Dão,,,Portuguese Red,Dão Sul
629,France,"White wines are rare in the Côte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",Les Monts de Boncourt,91,60.0,Burgundy,Côtes de Nuits Villages,,Chardonnay,Domaine de Bellene
630,US,"Rich blackberry and chocolate form around chalky tannins and a juicy palate, with a waft of cigar in the distance. Medium bodied, round and soft, the finish is brushed in cherry and pomegranate.",,90,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,Louis M. Martini
631,Australia,"Tim Knappstein's decision to focus on the Adelaide Hills bears fruit in this terrific-value Pinot Noir. The aromas and flavors are a colorful mélange of beets, black cherries and purple heirloom tomatoes, backed by a rich texture and a long velvety finish. Drink now until 2020.",The Dagger,90,20.0,South Australia,Adelaide Hills,,Pinot Noir,Riposte
632,Italy,"Stewed prune marinated in spirits, coconut, espresso and grilled herb aromas unfold in the glass. The firm palate offers dark cherry, coffee, anise and tobacco alongside bracing tannins bright acidity. Best after 2019.",Cannubi Boschis,90,75.0,Piedmont,Barolo,,Nebbiolo,Virna Borgogno
633,Portugal,"A strongly wood aged wine, powered by tannins and dense fruits, it is concentrated and still young enough for the wood to show through although the fruit is developing well. This is a structured wine that will need plenty of time to age so drink from 2018.",Casa Velha Colheita Seleccionada,90,33.0,Douro,,,Portuguese Red,Adega de Favaios
634,Italy,"This nose is rather closed but the firm palate offers ripe sour cherry, dark cooking spice, pipe tobacco and chopped herb. Fresh acidity and youthfully austere but refined tannins provide the backbone. Drink after 2019.",del Comune di Serralunga d'Alba,90,75.0,Piedmont,Barolo,,Nebbiolo,Alessandro Rivetto
635,US,"Vanilla, black-cherry soda and a berry crème brûlée character combine for a very playful and fun nose on this bottling. The palate tightens up that fun a bit but stays sexy, offering dark chocolate, red-berry jam and a shred of mint.",Soul Shaker Cass Vineyard,90,64.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Ascension Cellars
636,US,"Stainless-steel fermented, this wine remains pungently aromatic in woody, earthy tones, with accents of fragrant orange blossom and pear, while staying crisp and light on the palate. Honey and lemon combine on the complex finish.",Estate Grown,90,18.0,California,Russian River Valley,Sonoma,Gewürztraminer,Balletto
637,Italy,"Classic Nebbiolo aromas of red berry, underbrush, tilled soil, aromatic herb and spice lead the nose. The bracing palate offers dried black cherry, anisette, mocha, toast and grilled herb alongside extremely assertive tannins and brisk acidity. Drink 2019–2031.",Sottocastello di Novello,90,75.0,Piedmont,Barolo,,Nebbiolo,Ca' Viola
638,Italy,"Aromas of red berry, sage, cinnamon and a whisper of menthol lead the nose and carry over to the solid palate together with juicy sour cherry, black raspberry, licorice and tobacco. It's a classic Barolo, straightforward and delicious, with ripe, integrated tannins and fresh acidity.",,90,30.0,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo
639,Italy,"This opens with aromas of woodland berry, crushed herb and a whiff of well-integrated oak. The firm palate delivers dried Morello cherry, baking spice and mocha alongside firm, fine-grained tannin. It closes on a note of star anise. Drink 2016–2021 to capture the fruit richness.",Bricco Rocca,90,42.0,Piedmont,Barolo,,Nebbiolo,Cascina Ballarin
640,Italy,"Firm and full-bodied, this opens with aromas of mature plum, underbrush, baked earth, vanilla and exotic spice. The high-toned, chewy palate doles out ripe black cherry, raspberry jam, vanilla, mocha, white pepper and mint alongside polished tannins.",Sil Nizza,90,18.0,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina Liuzzi
641,Spain,"Classic Albariño aromas of sea brine, tropical fruits, lees and dust precede a minerally lemony palate with tangy flavors of lemon, lime and gooseberry. This is a fresh clean example with a long stony citrusy finish.",Sin Palabras Castrovaldés,90,20.0,Galicia,Rías Baixas,,Albariño,Castro Brey
642,US,"Nicely layered aromas of clove, graphite, iron and simmering black cherries show on the complex nose of this well-priced bottling. More iron and raspberry appear on the palate, where a balanced acidity pairs well with the strong mineral character.",Estate Grown,90,40.0,California,Edna Valley,Central Coast,Pinot Noir,Chamisal Vineyards
643,France,"This wine is all about juicy blackberry and delicious ripe black plums. It is structured, with dry tannins in the background, but up front is fruity, bold and with a lightly smoky, perfumed aftertaste. It is almost ready to drink; just wait until late 2016.",Prieuré de Cénac,90,25.0,Southwest France,Cahors,,Malbec,Château Saint-Didier-Parnac
644,Portugal,"Vineyards in the upper Douro Superior region are able to produce surprisingly fresh and fruity whites like this, despite the heat and dry climate. Old vines go into this yellow and green fruit flavored wine with its lively acidity and totally refreshing palate. Drink from summer 2016.",Contraste Branco,90,19.0,Douro,,,Portuguese White,Conceito Vinhos
645,US,"Though 28 g/L of residual sugar is indicated, this lushly fruity and thoroughly delicious wine does not seem at all sweet, and just barely off dry. Peaches and pears combine in a lightly spicy but intensely flavorful wine with a myriad of food pairing possibilities, notably Thai noodle dishes, or poultry with a fruit sauce.",Estate,90,18.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,David Hill
646,US,"This is a floral blend of 48% Roussanne, 35% Marsanne and 17% Viognier. The Roussanne speaks loudest, while the whole offers a mix of dried and fresh apricot and creamy vanilla wafer that's light bodied and fresh with acidity.",Cuvée Luke Saralee's Vineyard,90,30.0,California,Russian River Valley,Sonoma,Rhône-style White Blend,Davis Family
647,France,"This blend of Bordeaux grapes with Syrah is rich and spicy. It is made to be drunk young, with touches of toast and a dense texture that brings out the perfumed character of Syrah balanced with Bordeaux structure. The wine is ready to drink, although it will be better from late 2016.",La Croix d'Argon,90,13.0,Southwest France,Côtes de Gascogne,,Red Blend,Domaine d'Arton
648,France,"From vines on the cooler left bank of the Serein river, this wine offers notes of toast, spice and ripe yellow fruits cut by tense, zingy lemon zest. It is textured, tense and full of minerality. Drink from 2017.",Vaillons Premier Cru,90,45.0,Burgundy,Chablis,,Chardonnay,Domaine Gérard Duplessis
649,Germany,"Delicate whiffs of tangerine and lime intensify on the palate of this Spätlese Riesling, complemented by swathes of green herb and pine frond. It's superlight in texture, yet penetrating, showering the palate in sweet-tart grapefruit and Meyer lemon flavors. The finish is crisp and clean.",Graacher Himmelreich Spätlese,90,30.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
650,US,"While soft and approachable, this wine also offers a density of black currant and cherry that gives significant power and juicy exuberance. Sizable tannins risk overtaking the fruit, but never do, with the oak imparting a jolt of smokiness on the finish.",Laki's Vineyard Estate,90,111.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Eleven Eleven
651,Italy,"Aromas of mature dark-skinned fruit, scorched earth, exotic spice and a whiff of blue flower lead the way. The vibrant, savory palate doles out juicy black cherry, plum, ground pepper and anise set in a framework of racy acidity and softly polished tannins. Enjoy through 2018.",Bricco dei Merli,90,35.0,Piedmont,Barbera d'Alba,,Barbera,Elvio Cogno
652,US,"In this ripe vintage Folin has produced a full-throttle Tempranillo: tannic, chewy and firm. Blue plum and black cherry anchor the palate, with notes of tobacco, toast and composted earth.",Estate,90,32.0,Oregon,Rogue Valley,Southern Oregon,Tempranillo,Folin Cellars
653,Italy,"Dark and brooding, this opens with aromas of French oak, espresso, clove and mature blackberry. On the extracted palate, licorice, vanilla and sweet baking spice accent a core of baked plum while bracing, fine-grained tannins provide the framework.",Marasco,90,88.0,Piedmont,Barolo,,Nebbiolo,Franco M. Martinetti
654,US,"This appealing, youthful wine wraps bright raspberry fruit in a fragrant blanket of toasty oak. It's lively, detailed and impeccably fresh, with the balance to age gracefully through at least 2021.",Backbone,90,57.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
655,US,"Big red fruit embraces chewy, integrated tannins in this vineyard-designate, a full-bodied explosion of ripeness and bold expression. While powerful, it holds on to nuance via streaks of high-toned citrus, allowing the wine room to breathe and remain lighthearted.",Campbell McKinney Vineyard,90,34.0,California,Russian River Valley,Sonoma,Grenache,Kobler
656,US,"This 100% Dijon-clone bottling offers a bold mix of peach, banana and pineapple. It's fruit-driven from top to bottom, with supporting acids to keep it fresh and invigorating.",Truffle Hill,90,24.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Left Coast Cellars
657,Italy,"Aromas of baked plum are joined by earthy whiffs of truffle, leather, game and cured meat. The aromas carry over to the ripe, dense palate along with fleshy black cherry, anise, mocha and mint. Velvety tannins provide the framework while a confectionary note backs up the finish. Drink 2017–2022.",Fraschin,90,45.0,Piedmont,Barolo,,Nebbiolo,Manzone Fratelli
658,Italy,"Alluring aromas of violet, rose, dark berry and a hint of cured meat emerge on this firmly structured wine. The palate is rather extracted, offering rich black cherry, chocolate, tobacco and sweet spice alongside grippy tannins.",Pressenda,90,74.0,Piedmont,Barolo,,Nebbiolo,Marziano Abbona
659,Italy,"Waves of French oak, coconut, espresso and menthol lead the nose. The dense, extracted palate offers raspberry jam, vanilla, toasted oak and kirsch alongside packed, fine-grained tannins. The warmth of alcohol and a leathery note signal the finish. Nebbiolo purists may find the new wood sensations excessive but if you're into concentrated, oak-driven wines, you'll especially enjoy this.",Roche d'Ampsej,90,,Piedmont,Roero,,Nebbiolo,Matteo Correggia
660,Australia,"This crisp, delicate Pinot Noir should be consumed over the next few years for its elegant cherry and rose petal notes and silky tannins. Hints of scorched earth and dry leaves add extra interest to the reasonably complex bouquet.",Applejack Vineyard,88,42.0,Victoria,Yarra Valley,,Pinot Noir,Giant Steps
661,France,"This lightweight, fruity wine is very direct in its acidity and canteloupe flavors. Citrus cuts the richness, while a fine chalky texture comes from the soil of the region. It's a wine to drink soon, fresh and packed with crisp fruits.",,88,27.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Gérard Fiou
662,Argentina,"Cherry and plum aromas are earthy, gritty and not overly potent. The palate is saturated, with the right amount of body weight and volume. There's a blitz of berry and black cherry flavors, backed by a finish that's black in nature and shows mild bitter notes of chocolate and coffee.",Grande Reserve,88,25.0,Mendoza Province,Tupungato,,Malbec,Domaine Jean Bousquet
663,France,"Totally herbaceous, it's full of green herb flavors and tight with citrus and gooseberry. A light touch balances the intensity, giving freshness to the wine that's ready to drink now.",Le Pierrier,88,35.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Thomas & Fils
664,US,"A red Meritage blend of 51% Cabernet Sauvignon, 30% Merlot, 10% Cabernet Franc, 5% Petit Verdot and 4% Malbec, the name honors Dry Creek Vineyard's love of seafaring. With a nod to the Old World, it's lean and savory in black tea and exotic herb. Juicy, brambly berry come to the fore on the finish, which is still grippy on the palate.",The Mariner,88,45.0,California,Dry Creek Valley,Sonoma,Meritage,Dry Creek Vineyard
665,US,"A complex aromatic profile of the fruit, spice and savory elements found in plum chutney, this promising wine drops off a bit once sipped. But it is still tasty, with freshly picked plum flavors bringing fruit, tartness and tannins together, a bit of bacon fat on the finish.",,88,30.0,California,Santa Barbara County,Central Coast,Grenache,Epiphany
666,France,"This wine has both fruitiness and delicious, bright acidity. A subtle use of wood creates a firm structure under the black currant fruit flavors, giving a solid base on which to develop. Drink from 2017.",,88,26.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Etienne de Tauriac
667,US,"Fuller in style, it boasts layers of coconut cream pie, fig and honey, with a swirl of vanilla lurking in there too. Mineral-rich, the finish revisits the creamy, baked fruit theme, lush and generous.",,88,39.0,California,Russian River Valley,Sonoma,Chardonnay,Fog Crest
668,France,"Crisp with apples and citrus, it's also laced with a more mineral character. It's full in the mouth, very bright with acidity and grapefruit. Drink now.",Cuvée Silice,88,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Francis Blanchet
669,Italy,"This opens with aromas of plum, exotic spice and incense. The palate displays black cherry accented with white and black pepper, leather, licorice, espresso and balsamic notes but astringent tannins cut this short.",Mondoca di Bussia,88,80.0,Piedmont,Barolo,,Nebbiolo,Germano Angelo
670,US,"Big and flashy, it has oodles of almost sweet oak and ripe fruit character. Full-bodied, rich in texture, with ripe raspberry and red cherry flavors, it offers firm tannins and a lingering, vanilla scented finish.",,88,55.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Goldeneye
671,US,"From old vines planted on the Mayacamas Mountains, this Gewurz is pungent in lychee and grapefruit, a trace of pepper, ginger and clove hiding beneath the surface. Medium-bodied and dry, it offers a rich interplay between herb and spice plus freshness on the finish.",Estate Vineyard,88,22.0,California,Sonoma Coast,Sonoma,Gewürztraminer,Gundlach Bundschu
672,France,This fragrant wine is full of fresh citrus and green apple flavors that are crisp and lively. A steely element comes through to give structure.,Cuvée C.M.,88,28.0,Loire Valley,Sancerre,,Sauvignon Blanc,Jean-Max Roger
673,US,"One of the many estate Pinot Noirs produced by the pioneering Arroyo Grande Valley winery, which was founded as a sparkling wine house, this offers scents of sandalwood, black licorice and red currant. The flavors are tart with cranberry, then bring some bitter notes of crushed herbs.",Estate,88,25.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Laetitia
674,US,"Potent and pungent, it holds juicy acids tasting of grapefruit. It plunges into a chocolaty midpalate with strawberry fruit that thins into light flavors of soda pop.",Diversité,88,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Le Cadeau
675,US,"Light and brigh, it comes from tSanta Barbara County grape-growing pioneer Louis Lucas. Aromas of orange juice, passionfruit and sugared grapefruit peel create a strong introduction. On the floral-laced palate, pear cider and night jasmine flavors make for a solid sipper if not particularly complex.",Estate,88,19.0,California,Santa Barbara County,Central Coast,Viognier,Lucas & Lewellen
676,Croatia,"This Croatian white is a blend of Debit, Pošip, Marastina, Pinot Grigio and Chardonnay. It has heady aromas of dried fruits, fresh peaches and buttered toast. There are great flavors of fresh stone fruits and black figs in the midpalate, and a pleasantly astringent finish.",Riserva R5,88,19.0,North Dalmatia,,,White Blend,Bibich
677,Italy,"This retro-styled wine displays its new-wood influence. It opens with aromas of coconut, oak extract, coffee and espresso that continue onto the palate along with a hint of mint and spice. But there's not enough fruit richness to support the evident oak and drying wood tannins.",Villero,88,77.0,Piedmont,Barolo,,Nebbiolo,Boroli
